"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa02153","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa02154","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Dissoconiaceae","","","","","","",""
"Taxa02155","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Dissoconiaceae","","","Ramichloridium","","Ramichloridium apiculatum","",""
"Taxa02156","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Microdochiaceae","","","Microdochium","","","",""
"Taxa02157","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycetes","","Taphrinales","","Taphrinaceae","","","Taphrina","","","",""
"Taxa02158","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02159","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","Basidiodendron","","","",""
"Taxa02160","Eukaryota","","","","","","Kinetoplastida","","Bodonidae","","","","","","",""
"Taxa02161","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Schizophyllaceae","","","Schizophyllum","","","",""
"Taxa02162","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","uncultured Ceratobasidiaceae","",""
"Taxa02163","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Inocybaceae","","","Inocybe","","","",""
"Taxa02164","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa02165","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","","","","","","","",""
"Taxa02166","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Trechisporales","","Hydnodontaceae","","","Sistotremastrum","","Sistotremastrum suecicum","",""
"Taxa02167","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycetes","","Taphrinales","","Taphrinaceae","","","Taphrina","","Taphrina wiesneri","",""
"Taxa02168","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa02169","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Rhytismatales","","Rhytismataceae","","","Lophodermium","","","",""
"Taxa02170","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Trechisporales","","Hydnodontaceae","","","Sistotremastrum","","","",""
"Taxa02171","","","","","","","","","","","","","","","",""
"Taxa02172","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02173","Eukaryota","Fungi","Dikarya","Basidiomycota","Atractiellomycetes","","Atractiellales","","Helicogloeaceae","","","Helicogloea","","","",""
"Taxa02174","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Rhytismatales","","Rhytismataceae","","","Coccomyces","","","",""
"Taxa02175","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","uncultured Sebacinales","",""
"Taxa02176","","","","","","","","","","","","","","","",""
"Taxa02177","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Xylariaceae","","","","","","",""
"Taxa02178","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","","","","","","","","","",""
"Taxa02179","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa02180","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","Diaporthales","","Diaporthaceae","","","Diaporthe","","","",""
"Taxa02181","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa02182","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","","","","","","","","","",""
"Taxa02183","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02184","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa02185","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Irpicaceae","","","","","","",""
"Taxa02186","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","","","","","","","",""
"Taxa02187","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Limonomyces","","Limonomyces roseipellis","",""
"Taxa02188","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","","","","","","","",""
"Taxa02189","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","Leiotrametes","","Leiotrametes lactinea","",""
"Taxa02190","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","Cenangiaceae","","","Cenangium","","Cenangium ferruginosum","",""
"Taxa02191","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa02192","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Boletales","Boletineae","Boletaceae","","","","","","",""
"Taxa02193","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Thelephorales","","Thelephoraceae","","","Tomentella","","","",""
"Taxa02194","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Meruliaceae","","","Phlebia","","Phlebia brevispora","",""
"Taxa02195","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Boletales","Tapinellineae","Tapinellaceae","","","Pseudomerulius","","Pseudomerulius curtisii","",""
"Taxa02196","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","","","","","","","",""
"Taxa02197","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Hyphodontia","","","",""
"Taxa02198","Eukaryota","Fungi","","Mucoromycota","Glomeromycetes","","Glomerales","","Glomeraceae","","","","","","",""
"Taxa02199","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02200","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Ophiocordycipitaceae","","","","","","",""
"Taxa02201","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","","",""
"Taxa02202","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Apiosporaceae","","","Arthrinium","","","",""
"Taxa02203","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa02204","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Fomitopsidaceae","","","","","","",""
"Taxa02205","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Hypoxylaceae","","","","","","",""
"Taxa02206","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","uncultured Sebacinales","",""
"Taxa02207","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa02208","Eukaryota","","","","Oomycetes","","","","","","","","","","",""
"Taxa02209","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Irpicaceae","","","Ceriporia","","","",""
"Taxa02210","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02211","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02212","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","","",""
"Taxa02213","","","","","","","","","","","","","","","",""
"Taxa02214","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","Sordariales","","Sordariaceae","","","Neurospora","","","",""
"Taxa02215","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","Basidiodendron","","","",""
"Taxa02216","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","","","","","","","",""
"Taxa02217","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","","","","","","","",""
"Taxa02218","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02219","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Amylocorticiales","","Amylocorticiaceae","","","","","","",""
"Taxa02220","","","","","","","","","","","","","","","",""
"Taxa02221","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa02222","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","Diaporthales","","","","","","","","",""
"Taxa02223","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa02224","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa02225","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Glomerellales","","Glomerellaceae","","","Colletotrichum","","","",""
"Taxa02226","","","","","","","","","","","","","","","",""
"Taxa02227","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Kondoaceae","","","Bensingtonia","","","",""
"Taxa02228","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","","",""
"Taxa02229","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Steccherinaceae","","","Antrodiella","","","",""
"Taxa02230","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Meruliaceae","","","Phlebia","","Phlebia livida","Phlebia livida subsp. tuberculata",""
"Taxa02231","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Strophariaceae","","","","","","",""
"Taxa02232","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02233","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa02234","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02235","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02236","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa02237","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa02238","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","Diplomitoporus","","Diplomitoporus rimosus","",""
"Taxa02239","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","Ceratobasidium","","","",""
"Taxa02240","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Irpicaceae","","","","","","",""
"Taxa02241","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa02242","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02243","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02244","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","","","","","","","",""
"Taxa02245","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02246","Eukaryota","","","","","","","","","","","","","","",""
"Taxa02247","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","Xenasmataceae","","","Xenasmatella","","","",""
"Taxa02248","Eukaryota","","","","","","","","","","","","","","",""
"Taxa02249","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Tulasnellaceae","","","Tulasnella","","","",""
"Taxa02250","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa02251","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02252","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Hypochnicium","","","",""
"Taxa02253","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Thelephorales","","Thelephoraceae","","","","","","",""
"Taxa02254","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Auriscalpiaceae","","","Lentinellus","","","",""
"Taxa02255","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Trechisporales","","Hydnodontaceae","","","Trechispora","","","",""
"Taxa02256","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Diatrypaceae","","","","","","",""
"Taxa02257","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleraceae","","","Genolevuria","","","",""
"Taxa02258","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","Helotiaceae","","","","","","",""
"Taxa02259","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa02260","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Phanerochaetaceae","","","Phlebiopsis","","","",""
"Taxa02261","Eukaryota","","","","","","","","","","","","","","",""
"Taxa02262","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","Xenasmataceae","","","Xenasmatella","","","",""
"Taxa02263","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","","",""
"Taxa02264","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycetes","","Taphrinales","","Taphrinaceae","","","Taphrina","","","",""
"Taxa02265","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa02266","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","","","","","","Xylomelasma","","","",""
"Taxa02267","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa02268","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02269","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa02270","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa02271","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","","","","","","","",""
"Taxa02272","Viruses","","","","","","","","","","","","","","",""
"Taxa02273","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Peniophorella","","Peniophorella sp. EY-2016","",""
"Taxa02274","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","","","","","","","",""
"Taxa02275","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","","","","","","","",""
"Taxa02276","Eukaryota","","","","","","Kinetoplastida","","Bodonidae","","","Bodo","","","",""
"Taxa02277","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Capnobotryella","","Capnobotryella renispora","",""
"Taxa02278","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa02279","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","","","","","","","","","",""
"Taxa02280","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Sporocadaceae","","","Pestalotiopsis","","","",""
"Taxa02281","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02282","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02283","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa02284","","","","","","","","","","","","","","","",""
"Taxa02285","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Gloeophyllales","","Gloeophyllaceae","","","","","","",""
"Taxa02286","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","Dacrymycetaceae","","","Dacrymyces","","","",""
